symbol,timestamp,open,high,low,close,volume,trade_count,vwap
AAPL,2026-06-10 19:10:00+00:00,293.01,293.125,292.74,292.81,16388.0,326.0,292.885678
AAPL,2026-06-10 19:15:00+00:00,292.84,292.86,292.37,292.56,18493.0,399.0,292.55348
AAPL,2026-06-10 19:20:00+00:00,292.56,292.56,291.9,291.93,23218.0,424.0,292.146072
AAPL,2026-06-10 19:25:00+00:00,291.99,292.05,291.65,291.94,24386.0,390.0,291.846682
AAPL,2026-06-10 19:30:00+00:00,291.96,292.38,291.745,292.205,23810.0,474.0,292.035035
AAPL,2026-06-10 19:35:00+00:00,292.21,292.495,292.155,292.45,23398.0,382.0,292.375599
AAPL,2026-06-10 19:40:00+00:00,292.47,292.55,291.96,292.185,32829.0,559.0,292.269328
AAPL,2026-06-10 19:45:00+00:00,292.12,292.3,291.6,291.87,21668.0,444.0,291.978462
AAPL,2026-06-10 19:50:00+00:00,291.84,292.44,291.48,292.36,44146.0,797.0,292.030164
AAPL,2026-06-10 19:55:00+00:00,292.33,292.94,291.48,291.48,85862.0,1504.0,292.207706
AAPL,2026-06-10 20:05:00+00:00,291.24,291.24,291.24,291.24,100.0,1.0,291.24
AAPL,2026-06-10 20:10:00+00:00,290.92,291.57,290.92,291.57,140.0,2.0,291.105714
AAPL,2026-06-10 20:20:00+00:00,292.02,292.02,292.02,292.02,75.0,1.0,292.02
AAPL,2026-06-11 12:20:00+00:00,292.2,292.2,292.2,292.2,40.0,1.0,292.2
AAPL,2026-06-11 12:45:00+00:00,292.4,292.4,292.4,292.4,40.0,1.0,292.4
AAPL,2026-06-11 12:50:00+00:00,292.4,292.4,292.4,292.4,40.0,1.0,292.4
AAPL,2026-06-11 12:55:00+00:00,292.46,292.46,292.46,292.46,49.0,2.0,292.46
AAPL,2026-06-11 13:05:00+00:00,292.36,292.36,292.36,292.36,65.0,2.0,292.36
AAPL,2026-06-11 13:15:00+00:00,292.4,292.4,292.4,292.4,80.0,2.0,292.4
AAPL,2026-06-11 13:20:00+00:00,292.4,292.4,292.32,292.34,120.0,3.0,292.353333
AAPL,2026-06-11 13:25:00+00:00,292.9,294.06,292.9,293.79,436.0,13.0,293.724085
AAPL,2026-06-11 13:30:00+00:00,293.395,293.615,291.06,291.33,36742.0,727.0,292.0751
AAPL,2026-06-11 13:35:00+00:00,291.255,291.96,290.43,291.955,20872.0,456.0,291.038084
AAPL,2026-06-11 13:40:00+00:00,291.94,292.24,291.47,292.045,24750.0,461.0,291.758848
AAPL,2026-06-11 13:45:00+00:00,292.045,293.095,291.75,292.75,22697.0,474.0,292.65302
AAPL,2026-06-11 13:50:00+00:00,292.75,293.89,292.69,293.71,34480.0,516.0,293.4907
AAPL,2026-06-11 13:55:00+00:00,293.745,293.745,291.53,291.63,19878.0,350.0,292.426629
AAPL,2026-06-11 14:00:00+00:00,291.59,291.76,290.34,290.89,22082.0,430.0,291.172437
AAPL,2026-06-11 14:05:00+00:00,290.78,290.88,290.295,290.61,38138.0,638.0,290.507802
AAPL,2026-06-11 14:10:00+00:00,290.61,290.79,290.065,290.24,22326.0,471.0,290.314565
AAPL,2026-06-11 14:15:00+00:00,290.22,290.33,289.86,290.14,23087.0,421.0,290.086214
AAPL,2026-06-11 14:20:00+00:00,290.15,291.245,289.76,291.08,29039.0,474.0,290.404079
AAPL,2026-06-11 14:25:00+00:00,291.04,291.25,290.07,290.59,12453.0,279.0,290.602496
AAPL,2026-06-11 14:30:00+00:00,290.65,290.93,289.9,290.185,18583.0,364.0,290.281693
AAPL,2026-06-11 14:35:00+00:00,290.18,291.15,290.125,290.61,17475.0,315.0,290.657209
AAPL,2026-06-11 14:40:00+00:00,290.63,290.92,290.55,290.55,18942.0,315.0,290.71606
AAPL,2026-06-11 14:45:00+00:00,290.59,290.98,290.5,290.72,15843.0,303.0,290.730172
AAPL,2026-06-11 14:50:00+00:00,290.77,290.8,290.31,290.6,15098.0,300.0,290.573324
AAPL,2026-06-11 14:55:00+00:00,290.6,290.62,289.62,289.9,18471.0,328.0,290.0536
AAPL,2026-06-11 15:00:00+00:00,289.915,290.53,289.83,290.385,17100.0,309.0,290.17237
AAPL,2026-06-11 15:05:00+00:00,290.33,290.92,289.995,290.82,13841.0,316.0,290.505546
AAPL,2026-06-11 15:10:00+00:00,290.825,290.945,290.61,290.875,11209.0,261.0,290.772706
AAPL,2026-06-11 15:15:00+00:00,290.795,291.09,290.69,290.87,12304.0,257.0,290.865166
AAPL,2026-06-11 15:20:00+00:00,290.93,291.7,290.93,291.7,9279.0,170.0,291.288485
AAPL,2026-06-11 15:25:00+00:00,291.74,291.815,291.2,291.205,14245.0,261.0,291.53362
AAPL,2026-06-11 15:30:00+00:00,291.175,291.93,291.09,291.915,17572.0,329.0,291.530868
AAPL,2026-06-11 15:35:00+00:00,291.91,292.67,291.85,292.56,14851.0,273.0,292.239301
AAPL,2026-06-11 15:40:00+00:00,292.58,293.07,292.5,292.66,18221.0,302.0,292.889502
AAPL,2026-06-11 15:45:00+00:00,292.725,293.255,292.45,292.98,12215.0,234.0,292.913135
AAPL,2026-06-11 15:50:00+00:00,292.885,292.905,292.605,292.83,12170.0,256.0,292.768455
AAPL,2026-06-11 15:55:00+00:00,292.9,293.54,292.74,293.45,13267.0,253.0,293.081939
AAPL,2026-06-11 16:00:00+00:00,293.445,293.76,293.32,293.36,11636.0,214.0,293.544249
AAPL,2026-06-11 16:05:00+00:00,293.42,293.81,293.29,293.655,11173.0,191.0,293.633041
AAPL,2026-06-11 16:10:00+00:00,293.665,293.93,293.49,293.495,12447.0,245.0,293.704255
AAPL,2026-06-11 16:15:00+00:00,293.56,293.855,293.46,293.555,10877.0,219.0,293.585161
AAPL,2026-06-11 16:20:00+00:00,293.58,293.68,292.65,292.67,10167.0,280.0,293.137295
