symbol,timestamp,open,high,low,close,volume,trade_count,vwap
COST,2025-08-13 04:00:00+00:00,984.55,986.14,970.45,978.75,62621.0,2541.0,977.678874
COST,2025-08-14 04:00:00+00:00,983.17,988.09,975.54,975.57,48008.0,1939.0,982.389677
COST,2025-08-15 04:00:00+00:00,976.66,979.425,968.11,972.25,27883.0,1368.0,972.762976
COST,2025-08-18 04:00:00+00:00,973.595,980.97,971.39,979.83,31385.0,1915.0,976.79023
COST,2025-08-19 04:00:00+00:00,979.995,987.5,976.83,980.75,47420.0,2236.0,979.581102
COST,2025-08-20 04:00:00+00:00,981.0,999.2,981.0,993.96,48700.0,2364.0,992.915234
COST,2025-08-21 04:00:00+00:00,976.18,983.545,967.775,969.73,49667.0,2037.0,975.716299
COST,2025-08-22 04:00:00+00:00,971.575,971.58,953.15,958.39,62910.0,2795.0,958.546532
COST,2025-08-25 04:00:00+00:00,951.87,957.33,940.77,941.65,72862.0,3149.0,946.122017
COST,2025-08-26 04:00:00+00:00,941.41,943.32,933.395,941.06,49893.0,1800.0,938.495175
COST,2025-08-27 04:00:00+00:00,941.0,951.795,939.34,949.565,34461.0,1719.0,947.430234
COST,2025-08-28 04:00:00+00:00,947.57,949.09,944.245,945.08,25194.0,1532.0,946.306335
COST,2025-08-29 04:00:00+00:00,946.28,947.9,940.76,943.0,39311.0,2270.0,943.699734
COST,2025-09-02 04:00:00+00:00,942.565,943.66,936.67,938.61,45867.0,2306.0,939.140366
COST,2025-09-03 04:00:00+00:00,938.21,949.7,936.5,949.465,53185.0,2250.0,943.603333
COST,2025-09-04 04:00:00+00:00,953.14,959.235,952.36,955.78,51841.0,1944.0,955.77277
COST,2025-09-05 04:00:00+00:00,960.6,969.47,956.43,963.44,61996.0,2814.0,962.030169
COST,2025-09-08 04:00:00+00:00,964.34,971.52,960.43,971.32,36465.0,1746.0,965.996824
COST,2025-09-09 04:00:00+00:00,968.22,979.83,963.215,979.5,41829.0,2165.0,973.75334
COST,2025-09-10 04:00:00+00:00,976.89,979.445,953.99,956.13,51553.0,2360.0,959.82364
COST,2025-09-11 04:00:00+00:00,958.975,964.875,954.94,964.475,40132.0,1804.0,961.031359
COST,2025-09-12 04:00:00+00:00,963.005,969.5,961.1,968.01,23477.0,1259.0,964.947243
COST,2025-09-15 04:00:00+00:00,967.82,968.27,959.995,960.19,38842.0,2206.0,963.153979
COST,2025-09-16 04:00:00+00:00,957.165,958.85,950.99,951.98,34633.0,1460.0,953.99517
COST,2025-09-17 04:00:00+00:00,953.49,963.8,953.49,962.07,40396.0,1793.0,960.114026
COST,2025-09-18 04:00:00+00:00,955.54,959.93,950.77,952.27,44892.0,2102.0,954.883349
COST,2025-09-19 04:00:00+00:00,952.0,957.155,944.11,951.765,40806.0,1741.0,953.18378
COST,2025-09-22 04:00:00+00:00,948.92,948.92,940.485,943.35,55468.0,2429.0,943.498224
COST,2025-09-23 04:00:00+00:00,941.95,944.71,933.63,943.67,69550.0,2999.0,938.950785
COST,2025-09-24 04:00:00+00:00,944.275,953.38,943.13,945.095,57851.0,2536.0,947.299162
COST,2025-09-25 04:00:00+00:00,952.0,952.0,935.73,943.125,70286.0,2959.0,940.913401
COST,2025-09-26 04:00:00+00:00,924.45,927.53,905.59,916.095,143635.0,5065.0,919.427071
COST,2025-09-29 04:00:00+00:00,916.31,917.14,903.71,917.05,104066.0,3645.0,911.198971
COST,2025-09-30 04:00:00+00:00,915.67,930.245,914.31,925.575,83260.0,2676.0,924.524457
COST,2025-10-01 04:00:00+00:00,921.16,921.16,911.3,917.385,116293.0,3900.0,915.150954
COST,2025-10-02 04:00:00+00:00,910.95,918.51,910.325,917.01,68463.0,2850.0,915.94408
COST,2025-10-03 04:00:00+00:00,915.38,917.91,911.295,915.295,82767.0,2987.0,914.739336
COST,2025-10-06 04:00:00+00:00,915.0,915.0,904.76,910.905,73906.0,2941.0,907.869089
COST,2025-10-07 04:00:00+00:00,907.865,917.53,904.88,914.6,64141.0,2687.0,912.635957
COST,2025-10-08 04:00:00+00:00,912.535,916.27,911.27,914.8,56613.0,2265.0,913.673498
COST,2025-10-09 04:00:00+00:00,931.55,943.16,927.815,942.8,95243.0,3736.0,938.151462
COST,2025-10-10 04:00:00+00:00,945.01,945.01,929.46,930.225,102500.0,3899.0,935.947857
COST,2025-10-13 04:00:00+00:00,928.65,935.74,923.0,935.3,79827.0,3246.0,930.867717
COST,2025-10-14 04:00:00+00:00,941.0,947.025,937.335,946.71,62701.0,3021.0,943.601105
COST,2025-10-15 04:00:00+00:00,945.96,963.86,945.96,955.33,54476.0,2661.0,957.394634
COST,2025-10-16 04:00:00+00:00,955.42,955.42,921.67,925.2,123090.0,4626.0,931.573314
COST,2025-10-17 04:00:00+00:00,931.385,938.31,928.15,936.25,66148.0,2853.0,935.288502
COST,2025-10-20 04:00:00+00:00,937.05,938.995,931.67,936.18,35559.0,2017.0,934.68398
COST,2025-10-21 04:00:00+00:00,935.09,942.755,935.08,937.36,40380.0,2046.0,938.901913
COST,2025-10-22 04:00:00+00:00,936.635,952.42,935.0,944.69,68547.0,2801.0,945.293848
COST,2025-10-23 04:00:00+00:00,945.0,945.0,934.75,942.36,32531.0,1738.0,940.333304
COST,2025-10-24 04:00:00+00:00,941.21,942.25,930.15,932.09,41518.0,2056.0,935.184133
COST,2025-10-27 04:00:00+00:00,931.455,931.455,926.59,929.83,48899.0,2677.0,928.471796
COST,2025-10-28 04:00:00+00:00,927.13,929.85,920.95,924.04,64829.0,2602.0,924.560086
COST,2025-10-29 04:00:00+00:00,917.58,918.99,909.54,911.98,84367.0,3570.0,912.854357
COST,2025-10-30 04:00:00+00:00,914.075,922.715,910.67,920.56,97048.0,4108.0,918.124741
COST,2025-10-31 04:00:00+00:00,912.38,919.91,909.965,911.63,58009.0,2304.0,914.691669
COST,2025-11-03 05:00:00+00:00,912.185,929.08,908.82,928.25,87866.0,3473.0,920.315596
COST,2025-11-04 05:00:00+00:00,936.34,941.04,928.965,940.77,104142.0,4907.0,935.850957
COST,2025-11-05 05:00:00+00:00,939.885,945.02,927.665,935.14,107827.0,4643.0,936.241482
COST,2025-11-06 05:00:00+00:00,924.1,924.57,908.43,924.57,77597.0,3686.0,917.496954
COST,2025-11-07 05:00:00+00:00,927.375,936.76,920.99,922.68,73839.0,3683.0,927.459021
COST,2025-11-10 05:00:00+00:00,919.085,919.885,909.07,915.56,55050.0,3134.0,913.424372
COST,2025-11-11 05:00:00+00:00,917.335,918.39,913.17,913.59,43634.0,2481.0,915.396443
COST,2025-11-12 05:00:00+00:00,915.465,918.04,911.94,913.92,52348.0,2974.0,914.280933
COST,2025-11-13 05:00:00+00:00,914.87,926.7,912.025,925.37,58080.0,2937.0,921.289849
COST,2025-11-14 05:00:00+00:00,927.385,928.16,915.33,923.14,54435.0,2718.0,921.957888
COST,2025-11-17 05:00:00+00:00,923.62,923.63,908.92,912.36,50968.0,2761.0,914.398403
COST,2025-11-18 05:00:00+00:00,911.985,918.07,894.29,895.06,68938.0,2845.0,903.388379
